#u	v	pathways
P56746	Q9Y5I7	hsa04670|hsa04514|hsa04530
Q9Y5I7	O95471	hsa04670|hsa04514|hsa04530
O95471	Q9Y5I7	hsa04670|hsa04514|hsa04530
P56750	P78369	hsa04670|hsa04514|hsa04530
P78369	P56750	hsa04670|hsa04514|hsa04530
P56750	O00501	hsa04670|hsa04514|hsa04530
O00501	P56750	hsa04670|hsa04514|hsa04530
P56750	O75508	hsa04670|hsa04514|hsa04530
O75508	P56750	hsa04670|hsa04514|hsa04530
P56750	Q96B33	hsa04670|hsa04514|hsa04530
Q96B33	P56750	hsa04670|hsa04514|hsa04530
P56750	P56856	hsa04670|hsa04514|hsa04530
P56856	P56750	hsa04670|hsa04514|hsa04530
P56750	A6NM45	hsa04670|hsa04514|hsa04530
A6NM45	P56750	hsa04670|hsa04514|hsa04530
P56750	Q8N6F1	hsa04670|hsa04514|hsa04530
Q8N6F1	P56750	hsa04670|hsa04514|hsa04530
P56750	O95500	hsa04670|hsa04514|hsa04530
O95500	P56750	hsa04670|hsa04514|hsa04530
P56750	P57739	hsa04670|hsa04514|hsa04530
P57739	P56750	hsa04670|hsa04514|hsa04530
P56750	P56748	hsa04670|hsa04514|hsa04530
P56748	P56750	hsa04670|hsa04514|hsa04530
P56750	O95484	hsa04670|hsa04514|hsa04530
O95484	P56750	hsa04670|hsa04514|hsa04530
P56750	C9JDP6	hsa04670|hsa04514|hsa04530
C9JDP6	P56750	hsa04670|hsa04514|hsa04530
P56750	P56747	hsa04670|hsa04514|hsa04530
P56747	P56750	hsa04670|hsa04514|hsa04530
P56750	P56746	hsa04670|hsa04514|hsa04530
P56746	P56750	hsa04670|hsa04514|hsa04530
P56750	O95471	hsa04670|hsa04514|hsa04530
O95471	P56750	hsa04670|hsa04514|hsa04530
P78369	O00501	hsa04670|hsa04514|hsa04530
O00501	P78369	hsa04670|hsa04514|hsa04530
P78369	O75508	hsa04670|hsa04514|hsa04530
O75508	P78369	hsa04670|hsa04514|hsa04530
P78369	Q96B33	hsa04670|hsa04514|hsa04530
Q96B33	P78369	hsa04670|hsa04514|hsa04530
P78369	P56856	hsa04670|hsa04514|hsa04530
P56856	P78369	hsa04670|hsa04514|hsa04530
P78369	A6NM45	hsa04670|hsa04514|hsa04530
A6NM45	P78369	hsa04670|hsa04514|hsa04530
P78369	Q8N6F1	hsa04670|hsa04514|hsa04530
Q8N6F1	P78369	hsa04670|hsa04514|hsa04530
P78369	O95500	hsa04670|hsa04514|hsa04530
O95500	P78369	hsa04670|hsa04514|hsa04530
P78369	P57739	hsa04670|hsa04514|hsa04530
P57739	P78369	hsa04670|hsa04514|hsa04530
P78369	P56748	hsa04670|hsa04514|hsa04530
P56748	P78369	hsa04670|hsa04514|hsa04530
P78369	O95484	hsa04670|hsa04514|hsa04530
O95484	P78369	hsa04670|hsa04514|hsa04530
P78369	C9JDP6	hsa04670|hsa04514|hsa04530
C9JDP6	P78369	hsa04670|hsa04514|hsa04530
P78369	P56747	hsa04670|hsa04514|hsa04530
P56747	P78369	hsa04670|hsa04514|hsa04530
P78369	P56746	hsa04670|hsa04514|hsa04530
P56746	P78369	hsa04670|hsa04514|hsa04530
P78369	O95471	hsa04670|hsa04514|hsa04530
O95471	P78369	hsa04670|hsa04514|hsa04530
O00501	O75508	hsa04670|hsa04514|hsa04530
O75508	O00501	hsa04670|hsa04514|hsa04530
O00501	Q96B33	hsa04670|hsa04514|hsa04530
Q96B33	O00501	hsa04670|hsa04514|hsa04530
O00501	P56856	hsa04670|hsa04514|hsa04530
P56856	O00501	hsa04670|hsa04514|hsa04530
O00501	A6NM45	hsa04670|hsa04514|hsa04530
A6NM45	O00501	hsa04670|hsa04514|hsa04530
O00501	Q8N6F1	hsa04670|hsa04514|hsa04530
Q8N6F1	O00501	hsa04670|hsa04514|hsa04530
O00501	O95500	hsa04670|hsa04514|hsa04530
O95500	O00501	hsa04670|hsa04514|hsa04530
O00501	P57739	hsa04670|hsa04514|hsa04530
P57739	O00501	hsa04670|hsa04514|hsa04530
O00501	P56748	hsa04670|hsa04514|hsa04530
P56748	O00501	hsa04670|hsa04514|hsa04530
O00501	O95484	hsa04670|hsa04514|hsa04530
O95484	O00501	hsa04670|hsa04514|hsa04530
O00501	C9JDP6	hsa04670|hsa04514|hsa04530
C9JDP6	O00501	hsa04670|hsa04514|hsa04530
O00501	P56747	hsa04670|hsa04514|hsa04530
P56747	O00501	hsa04670|hsa04514|hsa04530
O00501	P56746	hsa04670|hsa04514|hsa04530
P56746	O00501	hsa04670|hsa04514|hsa04530
O00501	O95471	hsa04670|hsa04514|hsa04530
O95471	O00501	hsa04670|hsa04514|hsa04530
O75508	Q96B33	hsa04670|hsa04514|hsa04530
Q96B33	O75508	hsa04670|hsa04514|hsa04530
O75508	P56856	hsa04670|hsa04514|hsa04530
P56856	O75508	hsa04670|hsa04514|hsa04530
O75508	A6NM45	hsa04670|hsa04514|hsa04530
A6NM45	O75508	hsa04670|hsa04514|hsa04530
O75508	Q8N6F1	hsa04670|hsa04514|hsa04530
Q8N6F1	O75508	hsa04670|hsa04514|hsa04530
O75508	O95500	hsa04670|hsa04514|hsa04530
O95500	O75508	hsa04670|hsa04514|hsa04530
O75508	P57739	hsa04670|hsa04514|hsa04530
P57739	O75508	hsa04670|hsa04514|hsa04530
O75508	P56748	hsa04670|hsa04514|hsa04530
P56748	O75508	hsa04670|hsa04514|hsa04530
O75508	O95484	hsa04670|hsa04514|hsa04530
O95484	O75508	hsa04670|hsa04514|hsa04530
O75508	C9JDP6	hsa04670|hsa04514|hsa04530
C9JDP6	O75508	hsa04670|hsa04514|hsa04530
O75508	P56747	hsa04670|hsa04514|hsa04530
P56747	O75508	hsa04670|hsa04514|hsa04530
O75508	P56746	hsa04670|hsa04514|hsa04530
P56746	O75508	hsa04670|hsa04514|hsa04530
O75508	O95471	hsa04670|hsa04514|hsa04530
O95471	O75508	hsa04670|hsa04514|hsa04530
Q96B33	P56856	hsa04670|hsa04514|hsa04530
P56856	Q96B33	hsa04670|hsa04514|hsa04530
Q96B33	A6NM45	hsa04670|hsa04514|hsa04530
A6NM45	Q96B33	hsa04670|hsa04514|hsa04530
Q96B33	Q8N6F1	hsa04670|hsa04514|hsa04530
Q8N6F1	Q96B33	hsa04670|hsa04514|hsa04530
Q96B33	O95500	hsa04670|hsa04514|hsa04530
O95500	Q96B33	hsa04670|hsa04514|hsa04530
Q96B33	P57739	hsa04670|hsa04514|hsa04530
P57739	Q96B33	hsa04670|hsa04514|hsa04530
Q96B33	P56748	hsa04670|hsa04514|hsa04530
P56748	Q96B33	hsa04670|hsa04514|hsa04530
Q96B33	O95484	hsa04670|hsa04514|hsa04530
O95484	Q96B33	hsa04670|hsa04514|hsa04530
Q96B33	C9JDP6	hsa04670|hsa04514|hsa04530
C9JDP6	Q96B33	hsa04670|hsa04514|hsa04530
Q96B33	P56747	hsa04670|hsa04514|hsa04530
P56747	Q96B33	hsa04670|hsa04514|hsa04530
Q96B33	P56746	hsa04670|hsa04514|hsa04530
P56746	Q96B33	hsa04670|hsa04514|hsa04530
Q96B33	O95471	hsa04670|hsa04514|hsa04530
O95471	Q96B33	hsa04670|hsa04514|hsa04530
P56856	A6NM45	hsa04670|hsa04514|hsa04530
A6NM45	P56856	hsa04670|hsa04514|hsa04530
P56856	Q8N6F1	hsa04670|hsa04514|hsa04530
Q8N6F1	P56856	hsa04670|hsa04514|hsa04530
P56856	O95500	hsa04670|hsa04514|hsa04530
O95500	P56856	hsa04670|hsa04514|hsa04530
P56856	P57739	hsa04670|hsa04514|hsa04530
P57739	P56856	hsa04670|hsa04514|hsa04530
P56856	P56748	hsa04670|hsa04514|hsa04530
P56748	P56856	hsa04670|hsa04514|hsa04530
P56856	O95484	hsa04670|hsa04514|hsa04530
O95484	P56856	hsa04670|hsa04514|hsa04530
P56856	C9JDP6	hsa04670|hsa04514|hsa04530
C9JDP6	P56856	hsa04670|hsa04514|hsa04530
P56856	P56747	hsa04670|hsa04514|hsa04530
P56747	P56856	hsa04670|hsa04514|hsa04530
P56856	P56746	hsa04670|hsa04514|hsa04530
P56746	P56856	hsa04670|hsa04514|hsa04530
P56856	O95471	hsa04670|hsa04514|hsa04530
O95471	P56856	hsa04670|hsa04514|hsa04530
A6NM45	Q8N6F1	hsa04670|hsa04514|hsa04530
Q8N6F1	A6NM45	hsa04670|hsa04514|hsa04530
A6NM45	O95500	hsa04670|hsa04514|hsa04530
O95500	A6NM45	hsa04670|hsa04514|hsa04530
A6NM45	P57739	hsa04670|hsa04514|hsa04530
P57739	A6NM45	hsa04670|hsa04514|hsa04530
A6NM45	P56748	hsa04670|hsa04514|hsa04530
P56748	A6NM45	hsa04670|hsa04514|hsa04530
A6NM45	O95484	hsa04670|hsa04514|hsa04530
O95484	A6NM45	hsa04670|hsa04514|hsa04530
A6NM45	C9JDP6	hsa04670|hsa04514|hsa04530
C9JDP6	A6NM45	hsa04670|hsa04514|hsa04530
A6NM45	P56747	hsa04670|hsa04514|hsa04530
P56747	A6NM45	hsa04670|hsa04514|hsa04530
A6NM45	P56746	hsa04670|hsa04514|hsa04530
P56746	A6NM45	hsa04670|hsa04514|hsa04530
A6NM45	O95471	hsa04670|hsa04514|hsa04530
O95471	A6NM45	hsa04670|hsa04514|hsa04530
Q8N6F1	O95500	hsa04670|hsa04514|hsa04530
O95500	Q8N6F1	hsa04670|hsa04514|hsa04530
Q8N6F1	P57739	hsa04670|hsa04514|hsa04530
P57739	Q8N6F1	hsa04670|hsa04514|hsa04530
Q8N6F1	P56748	hsa04670|hsa04514|hsa04530
P56748	Q8N6F1	hsa04670|hsa04514|hsa04530
Q8N6F1	O95484	hsa04670|hsa04514|hsa04530
O95484	Q8N6F1	hsa04670|hsa04514|hsa04530
Q8N6F1	C9JDP6	hsa04670|hsa04514|hsa04530
C9JDP6	Q8N6F1	hsa04670|hsa04514|hsa04530
Q8N6F1	P56747	hsa04670|hsa04514|hsa04530
P56747	Q8N6F1	hsa04670|hsa04514|hsa04530
Q8N6F1	P56746	hsa04670|hsa04514|hsa04530
P56746	Q8N6F1	hsa04670|hsa04514|hsa04530
Q8N6F1	O95471	hsa04670|hsa04514|hsa04530
O95471	Q8N6F1	hsa04670|hsa04514|hsa04530
O95500	P57739	hsa04670|hsa04514|hsa04530
P57739	O95500	hsa04670|hsa04514|hsa04530
O95500	P56748	hsa04670|hsa04514|hsa04530
P56748	O95500	hsa04670|hsa04514|hsa04530
O95500	O95484	hsa04670|hsa04514|hsa04530
O95484	O95500	hsa04670|hsa04514|hsa04530
O95500	C9JDP6	hsa04670|hsa04514|hsa04530
C9JDP6	O95500	hsa04670|hsa04514|hsa04530
O95500	P56747	hsa04670|hsa04514|hsa04530
P56747	O95500	hsa04670|hsa04514|hsa04530
O95500	P56746	hsa04670|hsa04514|hsa04530
P56746	O95500	hsa04670|hsa04514|hsa04530
O95500	O95471	hsa04670|hsa04514|hsa04530
O95471	O95500	hsa04670|hsa04514|hsa04530
P57739	P56748	hsa04670|hsa04514|hsa04530
P56748	P57739	hsa04670|hsa04514|hsa04530
P57739	O95484	hsa04670|hsa04514|hsa04530
O95484	P57739	hsa04670|hsa04514|hsa04530
P57739	C9JDP6	hsa04670|hsa04514|hsa04530
C9JDP6	P57739	hsa04670|hsa04514|hsa04530
P57739	P56747	hsa04670|hsa04514|hsa04530
P56747	P57739	hsa04670|hsa04514|hsa04530
P57739	P56746	hsa04670|hsa04514|hsa04530
P56746	P57739	hsa04670|hsa04514|hsa04530
P57739	O95471	hsa04670|hsa04514|hsa04530
O95471	P57739	hsa04670|hsa04514|hsa04530
P56748	O95484	hsa04670|hsa04514|hsa04530
O95484	P56748	hsa04670|hsa04514|hsa04530
P56748	C9JDP6	hsa04670|hsa04514|hsa04530
C9JDP6	P56748	hsa04670|hsa04514|hsa04530
P56748	P56747	hsa04670|hsa04514|hsa04530
P56747	P56748	hsa04670|hsa04514|hsa04530
P56748	P56746	hsa04670|hsa04514|hsa04530
P56746	P56748	hsa04670|hsa04514|hsa04530
P56748	O95471	hsa04670|hsa04514|hsa04530
O95471	P56748	hsa04670|hsa04514|hsa04530
O95484	C9JDP6	hsa04670|hsa04514|hsa04530
C9JDP6	O95484	hsa04670|hsa04514|hsa04530
O95484	P56747	hsa04670|hsa04514|hsa04530
P56747	O95484	hsa04670|hsa04514|hsa04530
O95484	P56746	hsa04670|hsa04514|hsa04530
P56746	O95484	hsa04670|hsa04514|hsa04530
O95484	O95471	hsa04670|hsa04514|hsa04530
O95471	O95484	hsa04670|hsa04514|hsa04530
C9JDP6	P56747	hsa04670|hsa04514|hsa04530
P56747	C9JDP6	hsa04670|hsa04514|hsa04530
C9JDP6	P56746	hsa04670|hsa04514|hsa04530
P56746	C9JDP6	hsa04670|hsa04514|hsa04530
C9JDP6	O95471	hsa04670|hsa04514|hsa04530
O95471	C9JDP6	hsa04670|hsa04514|hsa04530
P56747	P56746	hsa04670|hsa04514|hsa04530
P56746	P56747	hsa04670|hsa04514|hsa04530
P56747	O95471	hsa04670|hsa04514|hsa04530
O95471	P56747	hsa04670|hsa04514|hsa04530
P56746	O95471	hsa04670|hsa04514|hsa04530
O95471	P56746	hsa04670|hsa04514|hsa04530
Q9BX67	P57087	hsa04514|hsa04530
P57087	Q9BX67	hsa04514|hsa04530
Q9BX67	P05107	hsa04514|hsa04670
P05107	Q9BX67	hsa04514|hsa04670
Q9BX67	P11215	hsa04514|hsa04670
P11215	Q9BX67	hsa04514|hsa04670
Q9Y624	P05107	hsa04514|hsa04670
P05107	Q9Y624	hsa04514|hsa04670
Q9Y624	P20701	hsa04514|hsa04670
P20701	Q9Y624	hsa04514|hsa04670
P13598	P11215	hsa04514
P11215	P13598	hsa04514
P57087	P05556	hsa04514|hsa04670
P05556	P57087	hsa04514|hsa04670
P57087	P13612	hsa04514|hsa04670
P13612	P57087	hsa04514|hsa04670
P19320	P26010	hsa04514
P26010	P19320	hsa04514
Q13477	P26010	hsa04672|hsa04514
P26010	Q13477	hsa04672|hsa04514
Q13477	P13612	hsa04672|hsa04514
P13612	Q13477	hsa04672|hsa04514
P14151	Q13477	hsa04514
Q13477	P14151	hsa04514
P28906	P14151	hsa04514
P14151	P28906	hsa04514
P16581	Q92896	hsa04514
Q92896	P16581	hsa04514
Q9NQS3	Q15223	hsa04520|hsa04514
Q15223	Q9NQS3	hsa04520|hsa04514
P32004	P13591	hsa04514
P13591	P32004	hsa04514
P32004	O15394	hsa04514
O15394	P32004	hsa04514
Q02246	P32004	hsa04514
P32004	Q02246	hsa04514
O94856	P78357	hsa04514
P78357	O94856	hsa04514
O94856	Q12860	hsa04514
Q12860	O94856	hsa04514
O95297	P25189	hsa04514
P25189	O95297	hsa04514
Q92692	Q9NQS3	hsa04520|hsa04514
Q9NQS3	Q92692	hsa04520|hsa04514
P33681	Q9NZQ7	hsa04514
Q9NZQ7	P33681	hsa04514
O75144	P10747	hsa04514
P10747	O75144	hsa04514
O75144	P16410	hsa04514
P16410	O75144	hsa04514
P15151	Q495A1	hsa04514
Q495A1	P15151	hsa04514
Q92692	Q495A1	hsa04514
Q495A1	Q92692	hsa04514
Q9NQS3	Q495A1	hsa04514
Q495A1	Q9NQS3	hsa04514
Q9Y624	P57087	hsa04514|hsa04530
P57087	Q9Y624	hsa04514|hsa04530
Q9Y624	Q9BX67	hsa04514|hsa04530
Q9BX67	Q9Y624	hsa04514|hsa04530
Q9HCJ2	Q9Y2I2	hsa04360|hsa04514
Q9Y2I2	Q9HCJ2	hsa04360|hsa04514
Q9HBW1	Q96CW9	hsa04360|hsa04514
Q96CW9	Q9HBW1	hsa04360|hsa04514
Q9NT99	P10586	hsa04514
P10586	Q9NT99	hsa04514
Q13133	P19793	hsa04932|hsa05160
P19793	Q13133	hsa04932|hsa05160
P05231	P08887	hsa01521|hsa04066|hsa04659|hsa04932|hsa04060|hsa04151|hsa05200|hsa04630|hsa04061|hsa05163
P08887	P05231	hsa01521|hsa04066|hsa04659|hsa04932|hsa04060|hsa04151|hsa05200|hsa04630|hsa04061|hsa05163
O14543	Q9Y4H2	hsa04932|hsa04930|hsa04931|hsa04920
Q9Y4H2	O14543	hsa04932|hsa04930|hsa04931|hsa04920
O14543	P35568	hsa04932|hsa04930|hsa04931|hsa04920
P35568	O14543	hsa04932|hsa04930|hsa04931|hsa04920
P19438	P19838	hsa04932
P19838	P19438	hsa04932
P19438	Q04206	hsa04932
Q04206	P19438	hsa04932
P01308	P06213	hsa04213|hsa04932|hsa04931|hsa04910|hsa04022|hsa04150|hsa04913|hsa04066|hsa04072|hsa04010|hsa05010|hsa04152|hsa04068|hsa04014|hsa04015|hsa04960|hsa04923|hsa04151|hsa04930|hsa04211
P06213	P01308	hsa04213|hsa04932|hsa04931|hsa04910|hsa04022|hsa04150|hsa04913|hsa04066|hsa04072|hsa04010|hsa05010|hsa04152|hsa04068|hsa04014|hsa04015|hsa04960|hsa04923|hsa04151|hsa04930|hsa04211
P06213	Q9Y4H2	hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04930|hsa04910|hsa04211|hsa04022
Q9Y4H2	P06213	hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04930|hsa04910|hsa04211|hsa04022
P06213	P35568	hsa04910|hsa04150|hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04151|hsa04930|hsa04960|hsa04211|hsa04022
P35568	P06213	hsa04910|hsa04150|hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04151|hsa04930|hsa04960|hsa04211|hsa04022
Q9Y4H2	O00459	hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04140|hsa04930|hsa04910|hsa04211|hsa04935
O00459	Q9Y4H2	hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04140|hsa04930|hsa04910|hsa04211|hsa04935
Q9Y4H2	Q92569	hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04140|hsa04930|hsa04910|hsa04211|hsa04935
Q92569	Q9Y4H2	hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04140|hsa04930|hsa04910|hsa04211|hsa04935
Q9Y4H2	O00329	hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04140|hsa04930|hsa04910|hsa04211|hsa04935
O00329	Q9Y4H2	hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04140|hsa04930|hsa04910|hsa04211|hsa04935
Q9Y4H2	P42338	hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04140|hsa04930|hsa04910|hsa04211|hsa04935
P42338	Q9Y4H2	hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04140|hsa04930|hsa04910|hsa04211|hsa04935
Q9Y4H2	P27986	hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04140|hsa04930|hsa04910|hsa04211|hsa04935
P27986	Q9Y4H2	hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04140|hsa04930|hsa04910|hsa04211|hsa04935
Q9Y4H2	P42336	hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04140|hsa04930|hsa04910|hsa04211|hsa04935
P42336	Q9Y4H2	hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04140|hsa04930|hsa04910|hsa04211|hsa04935
P35568	O00459	hsa04722|hsa04910|hsa04150|hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04140|hsa04151|hsa04930|hsa04960|hsa04211|hsa04935
O00459	P35568	hsa04722|hsa04910|hsa04150|hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04140|hsa04151|hsa04930|hsa04960|hsa04211|hsa04935
P35568	Q92569	hsa04722|hsa04910|hsa04150|hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04140|hsa04151|hsa04930|hsa04960|hsa04211|hsa04935
Q92569	P35568	hsa04722|hsa04910|hsa04150|hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04140|hsa04151|hsa04930|hsa04960|hsa04211|hsa04935
P35568	O00329	hsa04722|hsa04910|hsa04150|hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04140|hsa04151|hsa04930|hsa04960|hsa04211|hsa04935
O00329	P35568	hsa04722|hsa04910|hsa04150|hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04140|hsa04151|hsa04930|hsa04960|hsa04211|hsa04935
P35568	P42338	hsa04722|hsa04910|hsa04150|hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04140|hsa04151|hsa04930|hsa04960|hsa04211|hsa04935
P42338	P35568	hsa04722|hsa04910|hsa04150|hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04140|hsa04151|hsa04930|hsa04960|hsa04211|hsa04935
P35568	P27986	hsa04722|hsa04910|hsa04150|hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04140|hsa04151|hsa04930|hsa04960|hsa04211|hsa04935
P27986	P35568	hsa04722|hsa04910|hsa04150|hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04140|hsa04151|hsa04930|hsa04960|hsa04211|hsa04935
P35568	P42336	hsa04722|hsa04910|hsa04150|hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04140|hsa04151|hsa04930|hsa04960|hsa04211|hsa04935
P42336	P35568	hsa04722|hsa04910|hsa04150|hsa04923|hsa05010|hsa04152|hsa04932|hsa04213|hsa04931|hsa04068|hsa04140|hsa04151|hsa04930|hsa04960|hsa04211|hsa04935
P31751	P49841	hsa05226|hsa04919|hsa04932|hsa05135|hsa04931|hsa05215|hsa04910|hsa04917|hsa05162|hsa05131|hsa05200|hsa04935|hsa04660|hsa05165|hsa04012|hsa04510|hsa05210|hsa04722|hsa01521|hsa05160|hsa04728|hsa04151|hsa04062|hsa04662|hsa05163
P49841	P31751	hsa05226|hsa04919|hsa04932|hsa05135|hsa04931|hsa05215|hsa04910|hsa04917|hsa05162|hsa05131|hsa05200|hsa04935|hsa04660|hsa05165|hsa04012|hsa04510|hsa05210|hsa04722|hsa01521|hsa05160|hsa04728|hsa04151|hsa04062|hsa04662|hsa05163
P31751	P49840	hsa04932|hsa04062|hsa04728|hsa05131
P49840	P31751	hsa04932|hsa04062|hsa04728|hsa05131
Q9Y243	P49841	hsa05226|hsa04919|hsa04932|hsa05135|hsa04931|hsa05215|hsa04910|hsa04917|hsa05162|hsa05131|hsa05200|hsa04935|hsa04660|hsa05165|hsa04012|hsa04510|hsa05210|hsa04722|hsa01521|hsa05160|hsa04728|hsa04151|hsa04062|hsa04662|hsa05163
P49841	Q9Y243	hsa05226|hsa04919|hsa04932|hsa05135|hsa04931|hsa05215|hsa04910|hsa04917|hsa05162|hsa05131|hsa05200|hsa04935|hsa04660|hsa05165|hsa04012|hsa04510|hsa05210|hsa04722|hsa01521|hsa05160|hsa04728|hsa04151|hsa04062|hsa04662|hsa05163
Q9Y243	P49840	hsa04932|hsa04062|hsa04728|hsa05131
P49840	Q9Y243	hsa04932|hsa04062|hsa04728|hsa05131
P31749	P49841	hsa05226|hsa04919|hsa04932|hsa05135|hsa04931|hsa05215|hsa04910|hsa04917|hsa05162|hsa05131|hsa05200|hsa04935|hsa04660|hsa05165|hsa04012|hsa04510|hsa05210|hsa04722|hsa01521|hsa05160|hsa04728|hsa04151|hsa04062|hsa04662|hsa05163
P49841	P31749	hsa05226|hsa04919|hsa04932|hsa05135|hsa04931|hsa05215|hsa04910|hsa04917|hsa05162|hsa05131|hsa05200|hsa04935|hsa04660|hsa05165|hsa04012|hsa04510|hsa05210|hsa04722|hsa01521|hsa05160|hsa04728|hsa04151|hsa04062|hsa04662|hsa05163
P31749	P49840	hsa04932|hsa04062|hsa04728|hsa05131
P49840	P31749	hsa04932|hsa04062|hsa04728|hsa05131
P41159	P48357	hsa04080|hsa04920|hsa04152|hsa04932|hsa04060|hsa04630
P48357	P41159	hsa04080|hsa04920|hsa04152|hsa04932|hsa04060|hsa04630
Q15848	Q86V24	hsa04932|hsa04211|hsa04920|hsa04152
Q86V24	Q15848	hsa04932|hsa04211|hsa04920|hsa04152
Q15848	Q96A54	hsa04932|hsa04211|hsa04920|hsa04152
Q96A54	Q15848	hsa04932|hsa04211|hsa04920|hsa04152
Q07869	P19793	hsa04932|hsa03320|hsa05160
P19793	Q07869	hsa04932|hsa03320|hsa05160
P60953	Q16584	hsa04932
Q16584	P60953	hsa04932
P63000	Q16584	hsa04932
Q16584	P63000	hsa04932
Q16584	P45983	hsa04932
P45983	Q16584	hsa04932
Q99683	P45983	hsa04210|hsa05012|hsa04932|hsa04071|hsa05017
P45983	Q99683	hsa04210|hsa05012|hsa04932|hsa04071|hsa05017
Q99683	P53779	hsa04210|hsa05012|hsa04932|hsa04071|hsa05017
P53779	Q99683	hsa04210|hsa05012|hsa04932|hsa04071|hsa05017
Q99683	P45984	hsa04210|hsa05012|hsa04932|hsa04071|hsa05017
P45984	Q99683	hsa04210|hsa05012|hsa04932|hsa04071|hsa05017
O14920	P19838	hsa01523|hsa05165|hsa04010|hsa05221|hsa04932|hsa04151|hsa04014|hsa05418|hsa04620|hsa05163|hsa05212
P19838	O14920	hsa01523|hsa05165|hsa04010|hsa05221|hsa04932|hsa04151|hsa04014|hsa05418|hsa04620|hsa05163|hsa05212
O14920	Q04206	hsa01523|hsa05165|hsa04010|hsa05221|hsa04932|hsa04151|hsa04014|hsa05418|hsa05163|hsa05212
Q04206	O14920	hsa01523|hsa05165|hsa04010|hsa05221|hsa04932|hsa04151|hsa04014|hsa05418|hsa05163|hsa05212
P05198	P18848	hsa04210|hsa05012|hsa05010|hsa04932|hsa04141
P18848	P05198	hsa04210|hsa05012|hsa05010|hsa04932|hsa04141
P18848	P35638	hsa04932|hsa04141
P35638	P18848	hsa04932|hsa04141
P35638	O43521	hsa04932
O43521	P35638	hsa04932
O43521	Q07812	hsa04932|hsa04210|hsa01521
Q07812	O43521	hsa04932|hsa04210|hsa01521
P25445	Q14790	hsa04932|hsa05142
Q14790	P25445	hsa04932|hsa05142
P99999	P42574	hsa04932|hsa05152
P42574	P99999	hsa04932|hsa05152
O75460	P17861	hsa04932|hsa04141|hsa05012|hsa05010
P17861	O75460	hsa04932|hsa04141|hsa05012|hsa05010
Q8IX03	P35240	hsa04390|hsa04392
P35240	Q8IX03	hsa04390|hsa04392
Q8IX03	Q8N878	hsa04390|hsa04392
Q8N878	Q8IX03	hsa04390|hsa04392
Q8IX03	Q96NE9	hsa04390|hsa04392
Q96NE9	Q8IX03	hsa04390|hsa04392
P35240	Q8N878	hsa04390|hsa04392
Q8N878	P35240	hsa04390|hsa04392
P35240	Q96NE9	hsa04390|hsa04392
Q96NE9	P35240	hsa04390|hsa04392
Q9H4B6	Q13188	hsa04392
Q13188	Q9H4B6	hsa04392
Q9NS23	Q13188	hsa04390|hsa04392
Q13188	Q9NS23	hsa04390|hsa04392
Q6ZTQ3	Q13188	hsa04390|hsa04392
Q13188	Q6ZTQ3	hsa04390|hsa04392
P50749	Q13188	hsa04392
Q13188	P50749	hsa04392
Q9H2L5	Q13188	hsa04392
