#Node1	Node2	weight
P41235	Q13485	0.75
P41235	Q15788	0.75
P41235	Q92793	0.75
P41235	P08047	0.75
P41235	Q92905	0.28041900000000003
P41235	P04637	0.75
P41235	P35222	0.75
P53539	Q92793	0.311133
P53539	P17275	0.75
P53539	P15336	0.181552
P53539	Q09472	0.568782
P53539	P17535	0.75
P53539	Q13547	0.430888
P53539	P01100	0.7457060000000001
P53539	Q13485	0.75
P53539	P05412	0.75
P53539	P84022	0.75
O15111	O43524	0.75
O15111	O75925	0.75
O15111	Q12778	0.182661
O15111	Q92793	0.75
O15111	P04792	0.710749
O15111	P03372	0.75
O15111	Q09472	0.75
O15111	P14921	0.75
O15111	P35222	0.75
O15111	P98177	0.182661
O15111	Q92905	0.75
O15111	Q15796	0.75
O15111	P01106	0.710749
O15111	O15350	0.75
O15111	P04637	0.75
O15111	P84022	0.75
Q9H160	Q09472	0.75
Q9H160	Q15796	0.75
Q9H160	Q13547	0.75
Q9H160	P01106	0.473922
Q9H160	P12757	0.75
Q9H160	P04637	0.75
P55316	P04637	0.7457060000000001
P55316	P98177	0.473922
P55316	O00148	0.7457060000000001
P55316	O43524	0.473922
P55316	P26641	0.75
P55316	Q12778	0.473922
P55316	Q09472	0.348804
P55316	O75593	0.75
P36897	Q9H0M0	0.75
P36897	P12755	0.75
P36897	P12757	0.311133
P36897	P63104	0.75
P36897	P27986	0.75
P36897	Q16625	0.311133
P36897	P84022	0.75
P36897	Q09472	0.311133
P36897	Q9UER7	0.75
P36897	Q13485	0.75
P36897	Q16539	0.311133
P36897	P98082	0.75
P36897	O43541	0.75
P36897	Q15796	0.75
P38398	O00148	0.311133
P38398	P10275	0.75
P38398	P17275	0.75
P38398	P28749	0.75
P38398	P27986	0.75
P38398	P06400	0.75
P38398	Q13547	0.75
P38398	P63104	0.311133
P38398	P11473	0.311133
P38398	Q09472	0.75
P38398	P35222	0.75
P38398	Q15788	0.75
P38398	P04637	0.75
P38398	Q15022	0.75
P38398	P16220	0.75
P38398	Q92793	0.75
P38398	P23511	0.75
P38398	P08047	0.75
P38398	P01106	0.75
P38398	O43524	0.311133
P38398	Q16254	0.75
P38398	P17535	0.75
P38398	P03372	0.75
P38398	P05412	0.75
P38398	P84022	0.75
P38398	P14921	0.49229300000000004
P38398	O15350	0.311133
P38398	Q08999	0.75
Q13950	P10275	0.75
Q13950	P29590	0.311133
Q13950	O43541	0.75
Q13950	P06400	0.311133
Q13950	Q09472	0.311133
Q13950	Q9HAU4	0.568782
Q13950	Q15796	0.75
Q13950	P01106	0.38995799999999997
Q13950	P01100	0.75
Q13950	O15350	0.75
Q13950	P14921	0.49229300000000004
Q13950	P04637	0.311133
Q13950	Q13485	0.75
Q13950	Q86V81	0.49229300000000004
Q13950	Q92793	0.311133
Q13950	P05412	0.75
Q13950	P48436	0.75
Q13950	Q9H0M0	0.311133
Q13950	Q13547	0.75
Q13950	P84022	0.75
O15105	P31749	0.311133
O15105	Q9HAU4	0.75
O15105	O75925	0.75
O15105	O15530	0.75
O15105	Q9H0M0	0.75
O15105	P12755	0.75
O15105	P84022	0.75
O15105	P36897	0.75
O15105	Q09472	0.75
O15105	P37173	0.75
O15105	Q13485	0.75
O15105	Q16539	0.75
O15105	P37275	0.75
O15105	O43541	0.641285
O15105	Q92905	0.75
O15105	Q15796	0.75
O15105	Q13547	0.75
O15105	Q9UJU2	0.75
O15105	P01106	0.311133
O15105	P15884	0.75
O15105	P04637	0.311133
O15105	P35222	0.75
Q92793	P31269	0.49229300000000004
Q92793	P10275	0.75
Q92793	P17275	0.311133
Q92793	Q13569	0.75
Q92793	P17844	0.311133
Q92793	Q01844	0.75
Q92793	Q9H2X6	0.75
Q92793	P25208	0.311133
Q92793	P15336	0.75
Q92793	Q8TAD8	0.75
Q92793	P11473	0.75
Q92793	P29590	0.75
Q92793	Q09472	0.75
Q92793	Q9UER7	0.75
Q92793	P35222	0.75
Q92793	Q14186	0.75
Q92793	Q15788	0.75
Q92793	P37275	0.311133
Q92793	P98177	0.75
Q92793	P04637	0.75
Q92793	P18847	0.75
Q92793	Q9UJU2	0.430888
Q92793	Q12778	0.75
Q92793	P16220	0.75
Q92793	Q99966	0.75
Q92793	P41235	0.75
Q92793	P48436	0.473922
Q92793	P38398	0.75
Q92793	P08047	0.75
Q92793	Q15796	0.75
Q92793	Q13547	0.311133
Q92793	P01106	0.75
Q92793	P01100	0.75
Q92793	O43524	0.75
Q92793	P03372	0.75
Q92793	P05412	0.75
Q92793	Q01196	0.75
Q92793	P84022	0.75
Q92793	P14921	0.75
Q92793	Q13950	0.311133
Q92793	P53539	0.311133
Q92793	O15350	0.49229300000000004
P37173	P62993	0.348804
P37173	P25208	0.536131
P37173	Q9H0M0	0.75
P37173	P36897	0.75
P37173	P23511	0.75
P37173	P27986	0.75
P37173	P05412	0.536131
P37173	Q16625	0.311133
P37173	P84022	0.75
P37173	Q9UER7	0.75
P37173	Q13485	0.75
P37173	P98082	0.75
P37173	P08047	0.75
P37173	P05556	0.75
P37173	P05106	0.75
P37173	Q15796	0.75
P37173	P35222	0.75
Q14186	Q16254	0.75
Q14186	Q15329	0.75
Q14186	P06400	0.75
Q14186	P28749	0.75
Q14186	Q08999	0.75
Q14186	Q13547	0.75
Q14186	P04637	0.75
Q14186	Q13485	0.75
Q14186	Q99496	0.7457060000000001
Q14186	P84022	0.75
Q14186	O14641	0.41388500000000006
Q01196	Q9GZV5	0.75
Q01196	P10275	0.75
Q01196	P05412	0.75
Q01196	P84022	0.75
Q01196	P11473	0.75
Q01196	P29590	0.75
Q01196	Q09472	0.75
Q01196	Q9UPN9	0.75
Q01196	Q92793	0.75
Q01196	P08047	0.473922
Q01196	Q15796	0.311133
Q01196	Q13547	0.75
Q01196	P01106	0.7457060000000001
Q01196	P01100	0.75
Q01196	P04637	0.348804
Q01196	Q9H2X6	0.75
P61981	P31749	0.311133
P61981	Q92574	0.75
P61981	Q13838	0.75
P61981	P05771	0.75
P61981	P27986	0.75
P61981	Q92934	0.75
P61981	P17844	0.75
P61981	P04049	0.75
P61981	Q9GZV5	0.75
P61981	P26641	0.75
P61981	P62993	0.710749
P61981	P15336	0.710749
P61981	P63104	0.75
P61981	P49840	0.75
P61981	Q12778	0.75
P61981	O43524	0.75
P61981	Q92905	0.75
Q13952	P08047	0.75
Q13952	P25208	0.75
Q13952	P23511	0.75
Q13952	Q09472	0.473922
Q13952	O15350	0.311133
Q13952	Q13547	0.311133
Q13952	Q15796	0.75
Q13952	P84022	0.75
O75593	O00148	0.7457060000000001
O75593	P62993	0.75
O75593	Q15796	0.75
O75593	Q15583	0.75
O75593	P55316	0.75
O75593	Q13485	0.75
O75593	P27986	0.75
O75593	P84022	0.75
Q13118	P08047	0.49229300000000004
Q13118	P01106	0.38995799999999997
Q13118	P04637	0.401017
P31749	Q92574	0.75
P31749	O15105	0.311133
P31749	P10275	0.75
P31749	Q92934	0.75
P31749	P17844	0.311133
P31749	P04049	0.75
P31749	P05106	0.674374
P31749	O15111	0.75
P31749	P26641	0.28041900000000003
P31749	Q15796	0.444309
P31749	P61981	0.311133
P31749	P15336	0.6033270000000001
P31749	P16220	0.75
P31749	P63104	0.75
P31749	Q09472	0.75
P31749	O14641	0.473922
P31749	P98177	0.75
P31749	P05556	0.348804
P31749	P04637	0.671578
P31749	Q13950	0.674374
P31749	P49841	0.75
P31749	P49840	0.75
P31749	P35222	0.75
P31749	Q86V81	0.75
P31749	O75928	0.75
P31749	O75925	0.28041900000000003
P31749	Q12778	0.75
P31749	Q92793	0.75
P31749	P04792	0.75
P31749	P38398	0.75
P31749	P08047	0.674374
P31749	P55316	0.674374
P31749	O43524	0.75
P31749	P03372	0.75
P31749	P12755	0.75
P31749	P84022	0.75
P31749	P05771	0.40824
P31749	Q13485	0.75
Q9UJU2	P11473	0.348804
Q9UJU2	Q92793	0.430888
Q9UJU2	Q13547	0.311133
Q9UJU2	P06400	0.148423
Q9UJU2	Q15796	0.75
Q9UJU2	Q86V81	0.49229300000000004
Q9UJU2	O15105	0.75
Q9UJU2	P35222	0.75
Q9UJU2	Q09472	0.75
Q9UJU2	P84022	0.75
Q92574	P03372	0.311133
Q92574	P14921	0.283713
Q92574	P63104	0.75
Q92574	Q16539	0.75
Q92574	P61981	0.75
Q92574	P49841	0.75
P03372	Q92574	0.311133
P03372	Q96KQ7	0.49229300000000004
P03372	P10275	0.75
P03372	P27986	0.75
P03372	P08047	0.75
P03372	P17844	0.75
P03372	Q13547	0.75
P03372	Q01844	0.75
P03372	Q99966	0.75
P03372	Q09472	0.75
P03372	P63104	0.38995799999999997
P03372	P35222	0.311133
P03372	P98177	0.75
P03372	P04637	0.75
P03372	Q13485	0.75
P03372	Q15022	0.311133
P03372	Q86V81	0.75
P03372	O75928	0.49229300000000004
P03372	O75925	0.499646
P03372	Q12778	0.75
P03372	Q15788	0.75
P03372	Q92793	0.75
P03372	P04792	0.75
P03372	P23511	0.311133
P03372	Q15796	0.75
P03372	P01106	0.75
P03372	P01100	0.75
P03372	Q92905	0.311133
P03372	O43524	0.75
P03372	P12755	0.311133
P03372	P12757	0.75
P03372	P05412	0.75
P03372	P84022	0.75
P03372	P38398	0.75
Q15583	Q8IU81	0.75
Q15583	P10275	0.49229300000000004
Q15583	P29590	0.75
Q15583	Q15796	0.75
Q15583	Q13547	0.75
Q15583	P35222	0.75
Q15583	Q13485	0.75
Q15583	P05412	0.75
Q15583	O75593	0.75
Q15583	P84022	0.75
Q9H2X6	Q13838	0.75
Q9H2X6	Q06413	0.41388500000000006
Q9H2X6	P29590	0.75
Q9H2X6	Q09472	0.75
Q9H2X6	P12755	0.75
Q9H2X6	O15350	0.28041900000000003
Q9H2X6	P04637	0.75
Q9H2X6	Q9UER7	0.75
Q9H2X6	Q92793	0.75
Q9H2X6	Q01196	0.75
Q9H2X6	P16220	0.674374
Q9H2X6	Q15796	0.49229300000000004
Q9H2X6	P84022	0.49229300000000004
P49711	Q13485	0.75
P49711	Q15022	0.75
P49711	P01106	0.348804
P49711	P84022	0.75
P04049	Q13118	0.674374
P04049	P61981	0.75
P04049	P10275	0.697741
P04049	Q08999	0.75
P04049	P63104	0.75
P04049	P27986	0.62552
P04049	Q92934	0.75
P04049	P06400	0.75
P04049	P01106	0.75
P04049	Q92905	0.710749
Q13573	O00148	0.75
Q13573	Q13838	0.75
Q13573	P28749	0.49229300000000004
Q13573	P06400	0.49229300000000004
Q13573	P17844	0.644062
Q13573	P26641	0.311133
Q13573	Q16625	0.75
Q13573	P01106	0.311133
Q13573	Q8TAD8	0.75
Q13573	P11473	0.75
Q13573	Q09472	0.49229300000000004
Q13573	Q9UER7	0.311133
Q13573	Q15788	0.49229300000000004
Q13573	P04637	0.311133
Q13573	Q15022	0.710749
Q13573	P04792	0.75
Q13573	Q99496	0.75
Q13573	Q15796	0.75
Q13573	Q13547	0.41388500000000006
Q13573	P12755	0.75
Q13573	P05412	0.41388500000000006
Q13573	P84022	0.75
Q13573	Q13485	0.28041900000000003
Q13573	Q92905	0.41388500000000006
Q13573	Q08999	0.49229300000000004
P15336	Q15022	0.41388500000000006
P15336	P16220	0.75
