#node	node_symbol	node_type
P25098	none	ADRBK1
P31751	none	AKT2
Q9UKG1	none	APPL1
P36575	none	ARR3
P49407	none	ARRB1
P32121	none	ARRB2
P01215	none	CGA
P00533	receptor	EGFR
P01225	none	FSHB
P23945	receptor	FSHR
P17302	none	GJA1
P32298	none	GRK4
P43250	none	GRK6
Q16695	none	HIST3H3
P51178	none	PLCD1
P17612	none	PRKACA
P10644	none	PRKAR1A
P10276	tf	RARA
P21980	none	TGM2
P27348	none	YWHAQ
