#node	node_symbol	node_type
P18847	tf	ATF3
P24941	none	CDK2
P19419	tf	ELK1
P41970	tf	ELK3
P28324	tf	ELK4
Q14469	tf	HES1
P41134	tf	ID1
Q02363	tf	ID2
Q02535	tf	ID3
P47928	tf	ID4
Q16666	tf	IFI16
P13349	tf	MYF5
P23409	tf	MYF6
P15172	tf	MYOD1
P15173	tf	MYOG
Q02962	tf	PAX2
Q02548	tf	PAX5
Q06710	tf	PAX8
P55036	none	PSMD4
P06400	tf	RB1
P28749	tf	RBL1
Q08999	tf	RBL2
P84022	tf	SMAD3
P36956	tf	SREBF1
Q99081	tf	TCF12
P15923	tf	TCF3
Q9NQB0	tf	TCF7L2
